puzzle,repeat,seed,best_cost,found,iter,time_s,tabu_tenure,neighbour_sample_size
easy.json,1,1,0,True,17,0.04219730000477284,20,200
empty.json,1,1,0,True,5069,12.52021099999547,20,200
